Column1,Unnamed: 0,cat2_slug,cat3_slug,city_slug,neighborhood_slug,created_at_month,user_type,description,title,rent_mode,rent_value,rent_to_single,rent_type,price_mode,price_value,credit_mode,credit_value,rent_credit_transform,transformable_price,transformable_credit,transformed_credit,transformable_rent,transformed_rent,land_size,building_size,deed_type,has_business_deed,floor,rooms_count,total_floors_count,unit_per_floor,has_balcony,has_elevator,has_warehouse,has_parking,construction_year,is_rebuilt,has_water,has_warm_water_provider,has_electricity,has_gas,has_heating_system,has_cooling_system,has_restroom,has_security_guard,has_barbecue,building_direction,has_pool,has_jacuzzi,has_sauna,floor_material,property_type,regular_person_capacity,extra_person_capacity,cost_per_extra_person,rent_price_on_regular_days,rent_price_on_special_days,rent_price_at_weekends,location_latitude,location_longitude,location_radius
6053,9284,residential-sell,apartment-sell,tehran,oghaf,8/1/2024 0:00,,"با سلام و تشکر از دیوار 
چهار طبقه چهار واحدی 
طبقه همکف انباری دارد
****
سند تک برگ 
****
رو به آفتاب 
فروشنده واقعی 
مستاجر دارد رهن کامل است

قیمت در آگهی درج شده مقطوع است فروشنده واقعی
پول نقد داشته باشی خرید کردید 
املاک هستم املاک برتر تهرانپارس",سراج سروش یکم 41متر,,,,,مقطوع,2350000000,,,,,,,,,,41,single_page,,0,یک,4,2,TRUE,FALSE,TRUE,FALSE,۱۳۸۱,TRUE,,water_heater,,,shoofaj,water_cooler,squat,,,north,,,,ceramic,,,,,,,,35.75147247,51.51797867,
6070,9315,residential-sell,apartment-sell,tehran,dr-hoshyar,7/1/2024 0:00,مشاور املاک,"دپارتمان بزرگ دریا

✅️۱۰۵متر 
✅2خواب
✅فول امکانات
✅نوساز کلیدنخورده
✅طبقه چهارم 
   ✅️     تک واحدی                           ♣️امکانات♣️                               
✅پارکینگ سندی
✅آسانسور
✅سند تک برگ 
✅بالکن
✅کلید نخورده 

 ✅مشاور شما افشین شرافت 
 ✅️کابینت ممبران و کمد دیواری ب سلیقه مشتری نصب خواهد شد

✅ملک های مشابه با بودجه و سلیقه ی شما موجود میباشد.
کارشناسی ملک شما بصورت حضوری و رایگان انجام میشود.",۱۰۵متر / فول امکانات / کلید نخورده /تک واحدی /,,,,,مقطوع,8500000000,,,,,,,,,,105,,,4,دو,4,1,,TRUE,TRUE,TRUE,۱۴۰۳,,,,,,,,,,,,,,,,,,,,,,,35.69181824,51.34841537,500
6072,9317,residential-sell,apartment-sell,tehran,abouzar,11/1/2024 0:00,,"(((((مشاورین املاک عبدالحسینی))))
سلام
۱۴۵مترنوسازفول امکانات
متریال درجه یک ساخت لاکچری
دارای ۲بالکن،ملک دوکله نورگیرفوق العاده
شمالی جنوبی
شیرآلات توکار
دوخواب مستر
کمددیواری بزرگ وجادار درهراتاق
سالن مربع وبدون پرتی
آشپزخانه کابینت شده شیک
پارکینگ مزاحم
املاک حسینی:نبردجنوبی خیابان بقایی چهارراه آقاجانلو خیابان گلستان بین گلستان۷و۹املاک حسینی 
مشاور شمامحمدی",۱۴۵متر۳خواب فول امکانات نبردجنوبی بقایی,,,,,مقطوع,14000000000,,,,,,,,,,145,,,2,سه,5,1,TRUE,TRUE,TRUE,TRUE,۱۴۰۲,FALSE,,package,,,shoofaj,water_cooler,squat_seat,,,south,,,,ceramic,,,,,,,,35.65530014,51.47682571,
6075,9321,residential-sell,apartment-sell,tehran,beryanak,9/1/2024 0:00,,"به نام خدا 
درود

واحد فوق 
۸۵ متر
فول امکانات 
طبقه 5
دسترسی آسان به مراکز خرید و درمانی و تره بار و بی آر تی و تاکسی و مترو 

قابلیت رهن تا حدود ۷۰۰ میلیون 

مالک فروشنده واقعی 

فایل های مشابه با بودجه شما عزیزان 

مشاور تخصصی منطقه 

آقای نریمان",85 متری/ فول امکانات/ بریانک چسب مترو,,,,,مقطوع,4600000000,,,,,,,,,,85,,,5,دو,,,,TRUE,TRUE,TRUE,۱۳۹۹,FALSE,,,,,,,,,,,,,,,,,,,,,,35.67068863,51.37712097,
6078,9328,residential-sell,apartment-sell,tehran,hakimiyeh,6/1/2024 0:00,,اینجانب مالک تهاتر با پیش خرید تخفیف دارد,فاز ۳ نوساز ۱۲۸م,,,,,مقطوع,16000000000,,,,,,,,,,128,,,2,سه,,,TRUE,TRUE,TRUE,TRUE,۱۴۰۳,FALSE,,package,,,duct_split,duct_split,squat_seat,,,,,,,stone,,,,,,,,35.74423981,51.59375,
6086,9337,residential-sell,apartment-sell,tehran,daryan-no,9/1/2024 0:00,,"۱۰۶ متر ۲خواب 
فول امکانات 
نور و نقشه عالی 
سالن پرده خور 
لابی و لابی من 
مشاعات عالی 

فروشنده واقعی 
زیر قیمت منطقه 

کد ۹۷
کارشناس املاک مهندس افشار",۱۰۶متر ۲خواب . خوش نقشه . ستارخان,,,,,مقطوع,9500000000,,,,,,,,,,106,single_page,,1,دو,5,4,TRUE,TRUE,TRUE,TRUE,۱۳۹۹,FALSE,,package,,,duct_split,duct_split,squat_seat,,,south,,,,stone,,,,,,,,35.70777893,51.3597374,500
6094,9350,residential-rent,house-villa-rent,tehran,bolursazi,6/1/2024 0:00,,"طبقه سوم بدون اسانسور ، ساختمان خلوت و ساکت ،قابل تبدیل هست",بلورسازی دهقان زاده,مقطوع,11111111,,,,,مقطوع,550000000,FALSE,FALSE,550000000,,11111111,,180,90,,,,یک,,,TRUE,,TRUE,FALSE,قبل از ۱۳۷۰,TRUE,,powerhouse,,,shoofaj,water_cooler,squat,,,south,,,,laminate_parquet,,,,,,,,35.661026,51.379879,
6096,9352,residential-sell,apartment-sell,tehran,shaharak-e-shariyati,9/1/2024 0:00,,"املاک دیپلمات
تک واحدی بر ۷ 
پارکینگ بدون مزاحم
پذیرایی پرده خور
قابلیت رهن تا ۴۵۰ میلیون
جهت بازدید به املاک دیپلمات مراجعه فرمایید
نشانی دفتر:شهرک شریعتی خ مهران نبش کوچه صمدزاده پلاک ۲۰",آپارتمان ۵۵متری تک واحدی,,,,,مقطوع,3400000000,,,,,,,,,,55,,,2,یک,,,,FALSE,TRUE,TRUE,۱۳۹۰,FALSE,,,,,,,,,,,,,,,,,,,,,,35.63536835,51.37863541,
6097,9353,residential-rent,apartment-rent,tehran,gisha,12/1/2024 0:00,,"***قلب گیشا***
۹۵متر*۲خواب*(کمدهای استاندارد)*
فول امکانات(پارکینگ*انباری*بالکن*آسانسور)*
خوش نقشه(سالن بزرگ قابل چیدمان عالی)*
غرق درنور(پنجره هایه تکیه پرده خور)*
بهترین لوکشین*بهترین موقعیت*

تخفیف درجلسه

برای اطلاعات بیشتر و هماهنگی بازدید و فایل های مشابه لطفا تماس حاصل بفرمایید",گیشا*۹۵متر*۲خواب*قلب گیشا*,مجانی,0,,,,,مقطوع,1500000000,FALSE,TRUE,1500000000,600000000,0,27000000,,95,,,2,دو,5,2,TRUE,TRUE,TRUE,TRUE,۱۳۹۰,TRUE,,package,,,shoofaj,water_cooler,squat_seat,,,south,,,,stone,,,,,,,,35.72902298,51.37897491,
6105,9366,residential-rent,apartment-rent,tehran,niloufar,12/1/2024 0:00,,"سهروردی شمالی
اپادانا  ۳ خواب ۱۱۵ متر
فول بازسازی
مشاورشما:امیری",۱۱۵متری ۳خواب سهروردی شمالی,مقطوع,10000000,,,,,مقطوع,1200000000,FALSE,TRUE,1200000000,800000000,10000000,22000000,,115,,,2,سه,3,2,TRUE,FALSE,FALSE,TRUE,۱۳۷۳,TRUE,,powerhouse,,,shoofaj,water_cooler,squat_seat,,,south,,,,laminate_parquet,,,,,,,,35.73497009,51.43755341,
6112,9375,residential-sell,apartment-sell,tehran,javadiyeh,5/1/2024 0:00,,"املاک محترم تماس نگیرید.فروش فوری
متراژ دقیق ۶۰.۶۹",۶۰ متر یکخواب,,,,,مقطوع,2950000000,,,,,,,,,,60,single_page,,2,یک,5,2,TRUE,TRUE,TRUE,FALSE,۱۳۹۸,FALSE,,package,,,shoofaj,air_conditioner,squat,,,,,,,ceramic,,,,,,,,35.65772247,51.38784409,500
6113,9378,residential-sell,apartment-sell,tehran,farmaniyeh,6/1/2024 0:00,مشاور املاک,"——————— گروه املاک دپارتمان الوند ———————
 ✅ ۱۹۰ متر بنا  
✅ ۳ خواب ۱ مستر  
✅ با نقشه و متریال بسیار عالی  
✅ ۲ بالکن ۲ پارکینگ  
✅ سند تک برگ شخصی بدون ریشه   
✅ قیمت فوق‌العاده رقابتی بدون حباب  
⛔️ از مشاوارن و همکاران عزیز تقاضا میشود تماس نگیرند . 
 ————————————  
مشاوره صادقانه از ما … 
 انتخاب هوشمندانه از شما …  
مهدی مهری مشاور انحصاری منطقه یک",۱۹۰ متر ۳ خواب نوساز کلید نخورده حکمت رفعت,,,,,مقطوع,37500000000,,,,,,,,,,190,single_page,,4,سه,5,1,TRUE,TRUE,TRUE,TRUE,۱۴۰۳,,,,,,,,squat_seat,,,north,,,,,,,,,,,,35.80075836,51.44596863,500
6118,9384,residential-sell,apartment-sell,tehran,shahrak-e-takhti,10/1/2024 0:00,,"فروش آپارتمان ۱۴۴متری فول امکانات شهرک تختی
.
(معاوضه با ملک کوچک تر و خودرو انجام می گیرد)

تک واحدی

✅️پارکینگ-آسانسور-انباری-بالکن 
✅️کابینت هایگلاس ترک - گازرومیزی- هود لمسی 
✅️پذیرایی بزرگ مناسب برای هرنوع چیدمان 
✅️سالن سرتاسر پنجره قدی نور گیر عالی

✅️سه خواب هر خواب بزرگ کمد دیواری 
✅️یک حمام مستر و یک حمام عمومی 

✅️جارو برقی مرکزی 
✅️گرمایش پکیچ و سرمایش کولرابی 
✅️متریال باکیفیت درجه یک 
✅️سازنده به نام منطقه 

کدفایل: ۴۲۰۴۲

مشاورفعال در منطقه تختی: آقای جوانمرد 

مشاورین املاک کارو

     ☎️لطفا فقط تماس حاصل فرمایید ممنونم☎️",آپارتمان ۱۴۴متری تک واحدی معاوضه انجام می گیرد,,,,,مقطوع,9100000000,,,,,,,,,,144,,,5,سه,,,,TRUE,FALSE,TRUE,۱۴۰۳,FALSE,,,,,,,,,,,,,,,,,,,,,,35.62654114,51.41448212,
6119,9385,residential-rent,apartment-rent,tehran,dr-hoshyar,7/1/2024 0:00,مشاور املاک,"✅بازدید این واحد ارزنده را از دست ندهید ✅
✅اپارتمان۱۰۲متری
✅ دو خواب
✅طبقه سوم

✅پارکینگ وانباری
✅ودیعه300میلیون
✅اجاره15میلیون 

✅موقعیت 
✅استاد معین /بر اصلی نجارزادگان 

✅امکان تمدید قرارداد برای سالهای متوالی

✅نور گیر عالی بدون پرتی
✓دسترسی آسان به مترو و مراکز رفاهی
ملک تخلیه و اماده انتقال

❌برای کسب اطلاعات بیشتر تماس بگیرید❌

مشاور منطقه
مهران برمکی",اپارتمان۱۰۲ متری پارکینگ دار(نجارزادگان),مقطوع,15000000,,rent_credit,,,مقطوع,300000000,FALSE,FALSE,300000000,,15000000,,,104,,,3,دو,,,TRUE,FALSE,TRUE,TRUE,۱۳۸۸,TRUE,,water_heater,,,heater,,squat_seat,,,,,,,,,,,,,,,35.69187164,51.35152817,500
6120,9386,temporary-rent,suite-apartment,tehran,chitgar-lake,8/1/2024 0:00,مشاور املاک,"سوییت 35 متری فلت 
نوساز با تمام امکانات 
طبقه همکف 
مناسب برای زوج های جوان 
با امنیت بالا 
نگهبان 24 ساعته 

محله دنج شهرک راه آهن شهرک گلستان 

برای رزرو کافیست تماس بگیرید",اجاره سوییت آپارتمان مبله در دهکده المپیک,,,,,,,,,,,,,,,,35,,,,بدون اتاق,,,,,,,,,,,,,,,,,,,,,,,,2,1,100000.0,1000000,1000000.0,1000000,35.7444191,51.21910477,500
6124,9390,residential-sell,house-villa-sell,tehran,golchin,8/1/2024 0:00,,"ملک بازسازی شده،دارای قولنامه و سند مادر
واقع در گیلان شهر ضیابر
شاه راه منطقه گیلان دسترسی به ماسال ،انزلی ،فومن ،آستارا ،گیسوم...عالی...آرام و آب هوای بی نظیر",گیلان ویلایی به همراه ۲باب مغازه بر اصلی,,,,,مقطوع,5000000000,,,,,,,,,340,150,,,,دو,,,TRUE,,TRUE,TRUE,۱۳۹۴,TRUE,,package,,,shoofaj,split,squat_seat,,,,,,,ceramic,,,,,,,,35.65118408,51.36722946,
6127,9394,residential-rent,apartment-rent,tehran,jeyhoun,12/1/2024 0:00,,"️⚜️مشاورین آروانـ⚜️

         ⚜️️آپارتمان60متر خوش نقشه تخلیه️⚜️

         ⚜️ ️دسترسی بی نظیر به مترو و BRT️⚜️

    ⚜️ملک به شدت خوش نقشه و قابل چیدمان⚜️


‼️زیر قیمت منطقه ‼️
‼️بی نظیر در این منطقه‼️
‼️سریعا تماس بگیرید‼️
ـ
دسترسی عالی به مراکز خرید و فضای سبز⚡

دسترسی بی نظیر به اتوبان یادگار امام و نواب⚡

⭕️فوری!!!⭕️
عکس ها متعلق به واحد میباشد⚜️
فول امکانات و اوکازیون ⚜️
کابینت MDF TORK⚜️
گازرومیزی⚜️
هودلمسی⚜️
آسانسور⚜️
پارکینگ موتور⚜️
انباری ⚜️
بالکن دلباز⚜️
درب ضد سرقت⚜️
دوواحدی⚜️
سرویس ایرانی فرنگی⚜️
نورگیری فوق العاده⚜️
کمد دیواری بزرگ⚜️
سرمایش کولر آبی⚜️
گرمایش شوفاژ و پکیج⚜️
کف سرامیک⚜️
تماس بگیرید⚜️

مشاور تخصصی منطقه:رسولی✅",آپارتمان60مترپارکینگ موتورفول امکانات16متری امیری,مقطوع,3000000,,,,,مقطوع,300000000,FALSE,TRUE,300000000,390000000,3000000,0,,60,,,1,یک,4,1,TRUE,TRUE,TRUE,TRUE,۱۳۹۸,FALSE,,water_heater,,,heater,water_cooler,squat,,,south,,,,ceramic,,,,,,,,35.68120956,51.36478806,0
6129,9396,residential-sell,plot-old,tehran,ostad-moein,8/1/2024 0:00,,"۱۰۰۰ مترمربع زمین
۲۰ متر بر در ۵۰
همزمان در حریم روستا
قابل ساخت
با امکانات آب، برق، گاز و تلفن و اینترنت

در استان گلستان جاده بین المللی گرگان به تهران
جنب تالار گلریزان
مناسب جهت ویلا سازی، سوله سازی، انبار و ... با آب و هوای عالی",۱۰۰۰ متر زمین بر جاده بین المللی,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.69979477,51.33797836,
6132,9399,residential-sell,apartment-sell,tehran,seyed-khandan,12/1/2024 0:00,,"✅️مسکن بزرگ باربد✅️

اگر خواهان زندگی در  منطقه ای بِکر ، مشجر ، با امنیت بسیار بالا هستید حتما از این پروژه دیدن بفرمایید.

✨️✨️

ورودی از ۷۰۰ متر لابی بسیار شیک با ارتفاع ۱۰ متر 

سالن اجتماعات مبله + آشپزخانه + سرویس بهداشتی

سالن بازی کودکان

سالن ورزش 

لابی من ۲۴ ساعته ۳ شیفت و سرایداری مقیم

۳ لاین آسانسور 

برق اضطراری 

✨️✨️

پلان بی نقص بدون پرتی 

ویو شمال 

آشپزخانه نئو کلاسیک + صفحه کورین

✨️✨️

بدون مشابه در منطقه 

✨️✨️

مشاور : کامران نورانی ⭐️",آپارتمان پاسداران شهید عراقی ۱۰۷ متر نوساز,,,,,مقطوع,18190000000,,,,,,,,,,107,,,6,دو,,,,TRUE,TRUE,TRUE,۱۴۰۳,FALSE,,,,,,,,,,,,,,,,,,,,,,35.7552681,51.46225357,
6138,9406,residential-sell,house-villa-sell,tehran,shahrak-e-gharb,4/1/2024 0:00,مشاور املاک,"تاپ لوکیشن. 
....
دسترسی عالی. 
........
سه بر .غرق نور . آفتابگیر. 
.............
بالکن.نگهبانی ۲۴ساعته. سرایدار. 
.................
مناسب برای زندگی وسرمایه گذاری. 
.....................
مشاور شما محمدی.",172متر ویلایی با ۱۳۳متر قدرالسهم زمین,,,,,مقطوع,34000000000,,,,,,,,,800,172,single_page,,,سه,,,TRUE,,TRUE,TRUE,۱۳۸۰,TRUE,,powerhouse,,,shoofaj,water_cooler,squat_seat,,,north,,,,wood_parquet,,,,,,,,35.76194763,51.36880493,500
6140,9408,residential-sell,apartment-sell,tehran,west-tehranpars,10/1/2024 0:00,,",⭕به نام خدا ⭕
⭐واحد های ۸۷ متری فاز ۱۱
⭐بهترین لوکیشن برای سرمایه گذاری در حومه تهران 
⭕فایلینگ تخصصی در  فاز ۱۱زون های (۱،۲،۳،۴،۵
☑️۲خواب 
✔️۲لاین آسانسور 
✅فاصله ۲۰ دقیقه ای تا تهران 
⭐مجاورت لواسانات 
⭕۲ لاین آزاد راه و جاده قدیم 
⭕خریدار واحد شما با بالاترین قیمت 
☑️جهت مشاوره بیشتر تماس بگیرین 
⭐✅با احترام شماره مجموعه ما رو سیو داشته باشین",واحد ۸۷ متری ترکیه کوزو پردیس,,,,,مقطوع,2400000000,,,,,,,,,,87,,,6,دو,,,,TRUE,TRUE,TRUE,۱۴۰۳,FALSE,,,,,,,,,,,,,,,,,,,,,,35.74826813,51.53182983,500
6144,9415,residential-sell,apartment-sell,tehran,sarsabil,9/1/2024 0:00,مشاور املاک,"+ هوالرزاق 


خـاک طـلا مـیدهد 


۴۳ متر   تک خواب 

     تک واحدی. 

نقشه فرا تر از متراژ

مربع بدون یک ثانت پرتی 

اتاق خواب تخت خور دو نفره 


فول بازسازی شده بدون یک ریال هزینه 

داری پارکینگ سندی غیر‌مزاحم 

مبلغ پارکینگجداگانه محاسبه میشود 


قابلیت دریافت هرگونه گونه وام‌ 

قابلیت   ۴۰۰تا ۵۰۰میلیون رهن کامل 


دسترسی طلایی به مترو بی آرتی (دو دقیقه) 


دسترسی فوق‌العاده به خ جمهوری و آزادی 

دسترسی طلایی به اتوبان ها نواب و یادگار 


برای اطلاعات بیشتر تماس حاصل فرمائید 

مشاور شما در امور خرید فروش 

امیر مهراد",۴۳ متر بدون پرتی / پارکینگ سندی / فول بازسازی,,,,,مقطوع,3000000000,,,,,,,,,,43,single_page,,1,یک,3,1,TRUE,FALSE,TRUE,TRUE,۱۳۸۵,TRUE,,package,,,heater,water_cooler,squat_seat,,,south,,,,ceramic,,,,,,,,35.69154739,51.37456894,500
6151,9424,residential-rent,apartment-rent,tehran,ekbatan,10/1/2024 0:00,,"✅️یکخوابه بازسازی شده
✅️کف سرامیک،کابینت ام دی اف
✅️آشپزخانه اوپن
✅️جهت جنوبی
✅️فن ها تعویض شده
✅️بلوک عالی 
✅️دسترسی راحت به بازارچه و نانوایی
✅️بالکن ها به آپارتمان اضافه شده

مشاور شما:محمد اعظمی
......
✅️املاک طاق بستان",آپارتمان یکخوابه با پارکینگ زیر بلوک,مقطوع,20000000,,,,,مقطوع,300000000,FALSE,FALSE,300000000,,20000000,,,64,,,0,یک,11,,TRUE,TRUE,FALSE,TRUE,قبل از ۱۳۷۰,TRUE,,powerhouse,,,fan_coil,fan_coil,squat,,,south,,,,ceramic,,,,,,,,35.70674133,51.30529404,
6153,9427,commercial-sell,shop-sell,tehran,pirouzi,8/1/2024 0:00,,"ملکیت
۱۰متر مغازه ۲متر بالکن
پاخور خوب
خ محلاتی پاساژ کوثر  طبقه همکف
سند آماده
مناسب سرمایه گذاری
به مشتری نقدی تخفیف جزئی داده میشود",فروش ملکیت مناسب سرمایه گذاری,,,,,مقطوع,1550000000,,,,,,,,,,12,,TRUE,,بدون اتاق,,,,,,,۱۳۸۰,,,,,,,,,,,,,,,,,,,,,,,35.69431305,51.48513412,500
6157,9432,commercial-rent,shop-rent,tehran,parastar,7/1/2024 0:00,,"واقع در پل اول بلوار ابوذر سرنبش پنجم غربی پلاک ۱۱۷۲ کاملا تمیز دارای بالکن بزرگ کولر آبی و گازی آب جدا سرویس فرنگی  درب ریموت سریع تخلیه میشود موقعیت بورس کابینت اجاره جز تعمیرات ماشین ..... تشریف ببرید ملک رو ببینید خواستید تماس بگیرید تخفیفات داده شده
 املاک ایرادی نداره فایل کنند
*********** آقای قاسمی",مغازه بالکن دار موقعیت تجاری,مقطوع,32000000,,,,,مقطوع,630000000,FALSE,FALSE,630000000,,32000000,,,29,,,,بدون اتاق,,,,,,,قبل از ۱۳۷۰,,,,,,,,,,,,,,,,,,,,,,,35.69008636,51.49097443,
6162,9439,residential-rent,apartment-rent,tehran,zafaraniyeh,9/1/2024 0:00,مشاور املاک,"❄️ واحد فول دیزاین شده ❄️

❄️ ویوی فوق العاده ❄️

⚡️ سالن یک دست و خوش چیدمان با پنجره های قدی و غرقِ در نور

❄️ تراس کاربردی ❄️

⚡️ 3 خواب 
     1مستر 
     با ابعاد کاملا استاندارد 
     نورگیری مستقیم 
     کمد دیواری فراوان  

❄️ نورگیری فوق العاده از 2 جهت ❄️

 ⚡️آشپزخانه دلباز و پرکابینت

❄️واحد به قیمت مناسب و کارشناسی شده رسیده ❄️

⚡️ لابی دیزاین شده 
     لابی من 24 ساعته
     استخر ، سونا ، جکوزی فعال 
     سالن جیم 

❄️ مالک منعطف ❄️

〽️ مشاور تخصصی منطقه : علی اسکندری",زعفرانیه / 155 متر / ویوی شهر / فول مشاعات,مقطوع,70000000,,rent_credit,,,مقطوع,2000000000,TRUE,TRUE,2000000000,4300000000,70000000,0,,155,,,7,سه,10,2,TRUE,TRUE,TRUE,TRUE,۱۳۸۷,TRUE,,package,,,duct_split,duct_split,squat_seat,,,south,,,,stone,,,,,,,,35.80504608,51.41220474,500
6169,9449,residential-rent,house-villa-rent,tehran,eivanak,11/1/2024 0:00,,"// شما لایق بهترین ها هستید//

شاهکاری از هنر و معماری 
۴ خواب ، خوش نقشه و لوکس 
        عکس های واحد موجود است 
طبقه اول / روی همکف/ یک واحد از دو
۳ سال ساخت و قابل تبدیل 
و...

امین قیطاسی",شهرک غرب 340 متر ویلایی ( ۳ سال ساخت),مقطوع,90000000,,,,,مقطوع,5000000000,FALSE,TRUE,5000000000,8000000000,90000000,0,800,340,,,,چهار,,,TRUE,,TRUE,TRUE,۱۴۰۰,FALSE,,,,,,,,,,,,,,,,,,,,,,35.76151276,51.34807968,500
6175,9457,residential-sell,apartment-sell,tehran,fallah,5/1/2024 0:00,,"طبقه 5، دو خوابه

ساختمان دو واحد، مجموعا ده واحد

دارای آسانسور، پکیج

انباری کاذب

کاغذ دیواری

همه اتاق ها و پذیرایی و آشپزخانه دارای پنجره

ساختمان سه بهر

آدرس فلاح ،خیابان قفیلی، کوچه شیرپور با واحد بزرگتر هم معاوضه میکنم",فروش یا معاوضه با واحد بزرگتر,,,,,مقطوع,3250000000,,,,,,,,,,67,single_page,,5,دو,5,2,TRUE,TRUE,TRUE,FALSE,۱۳۹۲,FALSE,,package,,,shoofaj,water_cooler,squat,,,north,,,,ceramic,,,,,,,,35.65777588,51.35818863,
6179,9463,residential-rent,apartment-rent,tehran,niroo-havayi,9/1/2024 0:00,,"خیابان اول نیروهوایی 
اپارتمان تکواحدی
۱۳۰ متری سه خوابه
سه سال ساخت
لاکچری و شیک
خوش نقشه و نورگیر عالی
خواب های استاندارد و دارای کمد دیواری
کابینت فول های گلس
قابل تمدید چندین سال متوالی
بازدید با هماهنگی",۱۳۰ متر سه خوابه فول تکواحدی,مقطوع,18000000,,,,,مقطوع,1000000000,FALSE,TRUE,1000000000,600000000,18000000,30000000,,130,,,4,سه,5,1,TRUE,TRUE,TRUE,TRUE,۱۴۰۰,TRUE,,package,,,shoofaj,water_cooler,squat_seat,,,south,,,,stone,,,,,,,,35.69831467,51.47977829,
6180,9464,residential-rent,apartment-rent,tehran,heshamatiyeh,8/1/2024 0:00,,"✅️فول امکانات
✅️نورگیر عالی
✅️دسترسی اسان به وسایل نقلیه عمومی سه مترو و اتوبوس
✅️دسترسی اسان برای خرید های منزل 
✅️ملک دوکله میباشد واقع در کوچه بنبست ۱۲ متری مناسب جای پارک میهمانان عزیز شما
✅️همسایگان موجه و بی سرو صدا
✅️مناسب برای زوجین و مجرد موجه
✅️تخفیف رو پول اجاره ندارد.
✅️جهت بازدید و هماهنگی با مالک تماس حاص فرمایید",آپارتمان ۷۰ متری قدوسی(قصر),مقطوع,15000000,,,,,مقطوع,400000000,FALSE,TRUE,400000000,300000000,15000000,18000000,,70,,,3,یک,5,4,TRUE,TRUE,TRUE,TRUE,۱۳۹۲,TRUE,,powerhouse,,,shoofaj,water_cooler,squat_seat,,,south,,,,stone,,,,,,,,35.72911072,51.4565239,500
6195,9483,residential-rent,apartment-rent,tehran,saadat-abad,6/1/2024 0:00,,نور از دوطرف.بالکن دارد.پارکینگ ندارد,۹۰ متر دو خوابه,مقطوع,22000000,,,,,مقطوع,400000000,FALSE,FALSE,400000000,,22000000,,,90,,,0,دو,4,2,TRUE,TRUE,TRUE,FALSE,۱۳۸۵,TRUE,,powerhouse,,,shoofaj,water_cooler,squat_seat,,,south,,,,floor_covering,,,,,,,,35.78338623,51.36446762,
6196,9484,residential-sell,apartment-sell,tehran,niroo-havayi,6/1/2024 0:00,مشاور املاک,"به نام خدا


مشخصات آپارتمان: 

۶۹ متر ، دو خوابه
 سال ساخت ۱۳۸۲
 سند تک برگ
 دارای انباری، حیاط خلوت بزرگ و بسیار شیک

امکانات :

 کف سرامیک
شومینه عالی
 آیفون تصویری
 کولر انرژی سلولزی
کاغذ دیوار خارجی 
هر دو اتاق دارای کمد دیواری های بزرگ
 درب ورودی ضد سرقت
 راه پله مشاعات سنگ
 پمپ آب ۳ اسب بخار با منبع آب ۳ هزار لیتری
دسترسی عالی محلی
۶ طبقه ۴ واحدی و ملک در طبقه اول است.
فاصله تا مترو نیروهوایی ۳ دقیقه

دپارتمان بزرگ کوچ اولین سازمان خرید و فروش املاک کشور در تهران

کارشناس فروش 
ابراهیمی",آپارتمان دو خوابه سوم نیروهوایی,,,,,مقطوع,5100000000,,,,,,,,,,69,,,1,دو,,,TRUE,TRUE,TRUE,FALSE,۱۳۸۲,,,package,,,fireplace,water_cooler,squat_seat,,,,,,,ceramic,,,,,,,,35.69869995,51.48284912,500
6197,9485,residential-rent,apartment-rent,tehran,majidiyeh,12/1/2024 0:00,,"خوش نقشه خوش ساخت با نور عالی
نقشه بدون کوچکتریتن پرت
رهن و اجاره قابل تبدیل
دسترسی به اتوبان سیاد شیرازی و امام علی ...
پارکیتگ غیر مزاحم",۱۵۰ متر ۳ خواب فول امکانات,مجانی,0,,,,,مقطوع,2500000000,FALSE,TRUE,2500000000,1500000000,0,30000000,,150,,,3,سه,4,1,TRUE,TRUE,TRUE,TRUE,۱۳۹۸,FALSE,,package,,,duct_split,duct_split,squat_seat,,,south,,,,stone,,,,,,,,35.73115158,51.46451187,
6201,9491,residential-sell,apartment-sell,tehran,sad-dastgah,11/1/2024 0:00,,"بنام خدا 
واحدها ۸۷ متری  دوخوابه 
سندار قابل استعلام 
فول شرکت دسترسی اسان 
نزدیکترین فاز به تهران 
قابل سکونت و سرمایگذاری 
برای اطلاعات بیشتر تماس بگیرید",فروش اپارتمان ها دوخوابه ترکیه ساز تهران پردیس,,,,,مقطوع,2850000000,,,,,,,,,,87,,,9,دو,,4,TRUE,TRUE,TRUE,TRUE,۱۴۰۰,FALSE,,package,,,shoofaj,water_cooler,squat_seat,,,,,,,ceramic,,,,,,,,35.68810272,51.47060013,
