,id,cat2_slug,cat3_slug,city_slug,neighborhood_slug,created_at_month,user_type,description,title,rent_mode,rent_value,rent_to_single,rent_type,price_mode,price_value,credit_mode,credit_value,rent_credit_transform,transformable_price,transformable_credit,transformed_credit,transformable_rent,transformed_rent,land_size,building_size,deed_type,has_business_deed,floor,rooms_count,total_floors_count,unit_per_floor,has_balcony,has_elevator,has_warehouse,has_parking,construction_year,is_rebuilt,has_water,has_warm_water_provider,has_electricity,has_gas,has_heating_system,has_cooling_system,has_restroom,has_security_guard,has_barbecue,building_direction,has_pool,has_jacuzzi,has_sauna,floor_material,property_type,regular_person_capacity,extra_person_capacity,cost_per_extra_person,rent_price_on_regular_days,rent_price_on_special_days,rent_price_at_weekends,location_latitude,location_longitude,location_radius,jalali_date,jalali_year,jalali_month,jalali_day,season,adjust_rent,is_suspect,fake_rent,fake_credit,rent_per_sqm,rent_credit_ratio,location,total_cost,region,building_age,cost_per_sqm,rooms_count_num
20655,37543,residential-rent,apartment-rent,tehran,nezam-abad,12/1/2024,,"به نام خدا 

⭕️۴طبقه تک واحدی  
⭕️آسانسور دارد 
⭕️انباری دارد 
<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<
✅️کوچه ۸متری گذر خوب و خلوت 
✅️لوکیشن عالی دسترسی های بسیار خوب 
✅️ملک نقاشی و کاغذ دیواری میشود 
<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<
✔️فایل های مشابه موجود است 

 مشاور شما ؛قوانلو",آپارتمان ۶۲متر ۱خواب,مقطوع,7500000,,,,,مقطوع,300000000,False,False,300000000,,7500000,,,62,,,1.0,یک,4.0,1.0,False,True,1,0,1393,True,,package,,,shoofaj,duct_split,squat,,,north,,,,ceramic,,,,,,,,35.70925522,51.46190643,,1403-09-11,1403,9,11,autumn,7500000,False,False,False,120967.7419,0.025,1,25625000.0,7,10,413306.4516,1
19314,34982,residential-rent,house-villa-rent,tehran,khak-sefid,10/1/2024,,خانه همکف تمیز  در خیابان تهرانپارس شرقی خیابان مرادی کوچه قربانی  پ۸,خانه همکف وتمیز تهرانپارس شرقی,مقطوع,6500000,,,,,مقطوع,100000000,False,False,100000000,,6500000,,120.0,80,,,,یک,,,True,,1,0,1390,True,,water_heater,,,heater,water_cooler,squat,,,,,,,mosaic,,,,,,,,35.74013901,51.56437302,,1403-07-10,1403,7,10,autumn,6500000,False,False,False,81250.0,0.065,1,8875000.0,4,13,110937.5,1
21879,27820,residential-rent,apartment-rent,tehran,azarbaijan,9/1/2024,,آپارتمان 67مت باز سازی شده کابینت ام دی آف هود گاز رو میزی آیفون تصویری تراس سر پوشیده در حد یک اطاق. منبع و پمپ آب . پارکینگ غیر مزاحم. گذر پهن. نزدیک مترو توحید. خارج از طرح آلودگی.,آپارتمان تک واحدی همکف بالاتر از کلهر با پارکینگ,مقطوع,4500000,,,,,مقطوع,700000000,False,True,700000000,500000000.0,4500000,10500000.0,,67,,,0.0,یک,4.0,4.0,True,False,1,1,1380,True,,water_heater,,,heater,water_cooler,squat,,,north,,,,stone,,,,,,,,35.69966125,51.37465668,,1403-06-11,1403,6,11,summer,4500000,False,False,False,67164.1791,0.006428571,1,58708333.33,10,23,876243.781,1
18522,35058,residential-rent,house-villa-rent,tehran,yakhchi-abad,7/1/2024,,"‌۶۰ متری عقبی 
دربست دو طبقه
سرویس جدا مناسب  برای دو خانواده
بدون اتاق خواب
تخلیه اواخر مرداد
برای جزییات بیشتر تماس بگیرید",۶۰ متری دربست دوطبقه,مقطوع,13000000,,,,,مقطوع,300000000,False,False,300000000,,13000000,,60.0,55,,,,بدون اتاق,,,True,,0,0,1380,False,,,,,,,,,,,,,,,,,,,,,,35.6283226,51.40491104,,1403-04-11,1403,4,11,summer,13000000,False,False,False,236363.6364,0.043333333,1,26083333.33,16,23,474242.4242,0
18089,38388,residential-rent,apartment-rent,tehran,sharara,6/1/2024,مشاور املاک,"88 متر  -----  2 خواب  -----  فوق‌العاده خوش نقشه 
سالن سرتاسر پرده خور 
کاملا آفتابگیر 
بهترین فرعی منطقه 
گذر پهن و عریض و دنج 
 قابل سکونت تا چند سال قابل تمدید 
بدون مالک  
سالن یه تیکه و قابل چیدمان راحت 
-------------------------------------------------------------------------------
مشاور شما  -------  « کیان »",88 متر   فول امکانات   شهرآرا,مقطوع,22000000,,rent_credit,,,مقطوع,300000000,False,False,300000000,,22000000,,,88,,,3.0,دو,,,True,True,1,1,1393,,,,,,,,squat_seat,,,,,,,,,,,,,,,35.71767426,51.37165451,500.0,1403-03-12,1403,3,12,spring,22000000,False,False,False,250000.0,0.073333333,1,26833333.33,2,10,304924.2424,2
20704,33523,residential-rent,apartment-rent,tehran,atabak,7/1/2024,,"آپارتمان ۵۰ متری واقع در خیابان خاوران

تخلیه و آماده قرارداد

تکواحدی (کلا ۴ طبقه)

دو کله نور(شمالی و جنوبی-سالن و آشپزخانه و اتاق خواب پنجره دارد)

طبقه دوم *آسانسور دارد*

کمد دیواری،کولر آبی،پکیج،کف سرامیک

*پارکینگ و انباری ندارد(جای پارک فراوان در کوچه هست)

کوچه ۸ متری و ماشین رو میباشد

دسترسی آسان به اتوبان امام علی و ایستگاه BRTو فضای سبز

امکان تمدید قرارداد برای سالهای بعد

***فقط و فقط به زوج(نهایتا ۳ نفر)اجاره داده میشود***
مجرد و اتباع محترم تماس نگیرند


✅️ساعت بازدید:صبح ها (۱۰ تا ۱۲) و عصرها (۱۷ تا ۱۹ )
آدرس:خیابان خاوران،بین میدان خراسان و فرهنگسرای خاوران،روبروی پارک فدائیان اسلام،کوچه شهید مصطفی احمدوند
(قبل از مراجعه تماس بگیرید)",آپارتمان ۵۰ متری و تک واحدی،خیابان خاوران,مقطوع,7500000,,,,,مقطوع,150000000,False,True,150000000,250000000.0,7500000,5500000.0,,50,,,1.0,یک,4.0,1.0,False,True,0,0,1397,False,,package,,,duct_split,water_cooler,squat,,,south,,,,ceramic,,,,,,,,35.65555954,51.46398544,,1403-04-11,1403,4,11,summer,7500000,False,False,False,150000.0,0.05,1,13125000.0,15,6,262500.0,1
8550,33145,residential-rent,apartment-rent,tehran,aboozar,8/1/2024,مشاور املاک,"اپارتمان 110 متری

2   خواب  

پارکینگ انباری  اسانسور

طبقه دوم  سالن پرده خور

قابلیت سکونت چند ساله
رنگ امیزی  کامل میشه
گاز  رومیزی  و  سینک  و  صفحه روی کابینت 
کامل تعویض  میشود
بدون حضور  مالک  در ملک

تخلیه  شده اماده تحویل
کلید املاک  
فایل مشابه موجود میباشد",110 متر  2 خواب  فول اباذر گلدشت,مقطوع,26000000,,rent_credit,,,مقطوع,400000000,True,True,400000000,600000000.0,26000000,20000000.0,,110,,,2.0,دو,5.0,2.0,True,True,1,1,1385,,,powerhouse,,,shoofaj,water_cooler,squat_seat,,,north,,,,ceramic,,,,,,,,35.72752762,51.32584381,500.0,1403-05-11,1403,5,11,summer,26000000,False,False,False,236363.6364,0.065,1,35500000.0,5,18,322727.2727,2
13042,26398,residential-rent,apartment-rent,tehran,south-janat-abad,8/1/2024,مشاور املاک,"با سلام خدمت خانه جویان عزیز

۴۵ متر
یکخوابه
نما گرانیت
آسانسور 
بهترین پارکینگ
ساختمان آرام
۵ طبقه
۴ واحدی
طبقه اول
سرایداری
مناسب برای مجرد موجه و زوج
فایل کاملا شخصی
به هیچ عنوان همکار تماس نگیرد
با کمال احترام برای دیدن عکسای واقعی ملک پیام بذارید

مشاور شما در امور ملکی          شیرازی",۴۵ متر یکخوابه فول امکانات تمیز و شیک,مقطوع,22000000,,rent_credit,,,مقطوع,150000000,False,False,150000000,,22000000,,,45,,,1.0,یک,,,,True,0,1,1386,True,,,,,shoofaj,water_cooler,squat,,,,,,,ceramic,,,,,,,,35.74672699,51.31167221,500.0,1403-05-11,1403,5,11,summer,22000000,False,False,False,488888.8889,0.146666667,1,14333333.33,5,17,318518.5184,1
11012,40033,residential-rent,apartment-rent,tehran,kazem-abad,9/1/2024,مشاور املاک,"۴ طبقه تک واحدی طبقه دوم
فول امکانات 
ساختمان شمالی واحد جنوبی رو به آفتاب
تخلیه کلید نزد املاک
۶ ساله
پارکینگ مزاحم
همکار تماس نگیرد",۷۵ متر دو خوابه مجیدیه شمالی میدان سرباز,مقطوع,20000000,,rent_credit,,,مقطوع,300000000,False,False,300000000,,20000000,,,75,,,2.0,دو,,,,True,1,1,1397,,,,,,,,,,,,,,,,,,,,,,,35.75372696,51.47577286,500.0,1403-06-11,1403,6,11,summer,20000000,False,False,False,266666.6667,0.066666667,1,26666666.67,4,6,355555.5556,2
22284,25079,residential-rent,apartment-rent,tehran,moniriyeh,8/1/2024,مشاور املاک,"ملک واقع در میدان منیریه خیابان ولیعصر کوچه ژیان پناه میباشد
پارکینگ / انباری/ اسانسور
کمد دیواری بزرگ
کابینت mdf
تراس
فوق العاده خوش نقشه بدون پرتی
سالن پرده خور
نورگیر عالی
سرویس ایرانی و فرنگی
دسترسی سریع به مترو و بی ارتی",ا‌‌پارتمان ۶۱متری فول امکانات/منیریه,مقطوع,10000000,,rent_credit,,,مقطوع,450000000,True,True,450000000,300000000.0,10000000,15000000.0,,61,,,2.0,یک,,,,True,1,1,1397,,,,,,,,,,,,,,,,,,,,,,,35.67725754,51.39947128,500.0,1403-05-11,1403,5,11,summer,10000000,False,False,False,163934.4262,0.022222222,1,38333333.33,11,6,628415.3005,1
15104,19440,residential-rent,apartment-rent,tehran,sad-dastgah,9/1/2024,,"املاک بزرگ ایرانشاهی
 با بیش از ۳ دهه تجربه

با سلام 
آپارتمان ۶۷متری 
۲خواب
بسیار تمیز و شیک
۷سال ساخت در حد نو ساز
۵طبقه ۲واحدی
پارکینگ (درب ریموت)
آسانسور 
طبقه دوم 
سرویس فرنگی
کابینت mdf
تراس دارد
سرمایش کولر
گرمایش شوفاژ (پکیج)
نما سنگ و آجر
دسترسی عالی 

اعتبار ما اعتماد شماست
مشاور:رجبی",آپارتمان ۶۷متری ۲ خواب تمیز و شیک,مقطوع,20000000,,,,,مقطوع,300000000,False,False,300000000,,20000000,,,67,,,2.0,دو,5.0,2.0,,True,0,1,1396,False,,package,,,shoofaj,water_cooler,squat_seat,,,,,,,ceramic,,,,,,,,35.69152832,51.47586441,,1403-06-11,1403,6,11,summer,20000000,False,False,False,298507.4627,0.066666667,1,26666666.67,14,7,398009.9503,2
8447,1875,residential-rent,apartment-rent,tehran,aboozar,5/1/2024,,"سه واحد سازه عالی 
با نورگیر عالی 
ملک کیلید نخورده 
بهترین لوکیشن 
سازنده بنام منطقه 
زیر قیمت 
فایل شخصی املاک تماس نگیرد 
فایل ها فقط در املاک شخصی معامله می‌شود 
واحد ها در حال نصب کابینت و شیرآلات 
تماس بین ۶ بعدظهر تا ۱۰ شب
۱۲۳ متر   ۵۰۰ ماهی ۲۳
۱۱۰متر ۵۰۰ ماهی ۱۸",واحد ۱۲۳ متر غرق در نور در اباذر,مقطوع,22000000,,,,,مقطوع,500000000,False,False,500000000,,22000000,,,123,,,5.0,دو,5.0,2.0,True,True,1,1,1400,False,,package,,,duct_split,duct_split,squat_seat,,,south,,,,stone,,,,,,,,35.73654175,51.32788849,,1403-02-12,1403,2,12,spring,22000000,False,False,False,178861.7886,0.044,1,43500000.0,5,3,353658.5366,2
18648,35184,residential-rent,apartment-rent,tehran,abbas-abad,8/1/2024,مشاور املاک,"۹۸متر ۲خواب چیدمان تخت دونفر
پارکینگ انباری آسانسور 
در حال نقاشی ! تصاویر آگهی قبل از نقاشی
ساختمان بسیار منظم و مدیریت عالی
سرویس ایرانی و فرنگی 
داکت اسپلیت سرما و گرمایش
تراس جنوبی ویو ابدی
کف سنگ دهبید
لابی مبله و سرایداری ثابت
نظافت و زباله بر توسط سرایدار
کابینت های گلس درجه یک
گاز رومیزی و هود
متریال ساختمان شخصی ساز 
شرایط تمدید در سال‌های آینده
تخلیه آماده تحویل 
کلید نزد مشاور************
       فرد************",۹۸متر ویو ابدی لابی سرایدار عباس آباد اندیشه,مقطوع,30000000,,rent_credit,,,مقطوع,500000000,False,False,500000000,,30000000,,,98,,,5.0,دو,5.0,4.0,True,True,1,1,1398,,,powerhouse,,,duct_split,duct_split,squat_seat,,,south,,,,stone,,,,,,,,35.72663879,51.44161606,500.0,1403-05-11,1403,5,11,summer,30000000,False,False,False,306122.449,0.06,1,44166666.67,7,5,450680.2721,2
10153,12206,residential-rent,apartment-rent,tehran,chitgar-lake,10/1/2024,,"عکسها متعلغ به خود واحد وکلبد نخورده می‌باشد
شهرک دارای تره بار میادین شهرداری تهران 
شهرک دارای نانوایی در همه نوع پخت می‌باشد 
شهرک دارای مدرسه دخترانه و پسرانه می باشد 
دسترسی آسان به مترو از طریق اتوبوس اختصاصی شهرک 
دسترسی آسان به اتوبان همت وحکیم 
دسترسی آسان به ایرانمال دریاچه پارک چیتگر پارک جوانمردان و آبشار تهران 
املاک پازل در خدمت رسانی به مشتریان عزیز و گرامی با فایل های متفاوت و با بودجه شما عزیزان در خدمت رسانی حاضر می باشند",آپارتمان دوخوابه جنوبی شهرک خرازی,مقطوع,19000000,,,,,مقطوع,400000000,False,False,400000000,,19000000,,,112,,,2.0,دو,,,,True,1,1,1403,False,,,,,,,,,,,,,,,,,,,,,,35.74682617,51.20705414,,1403-07-10,1403,7,10,autumn,19000000,False,False,False,169642.8571,0.0475,1,34916666.67,22,0,311755.9524,2
19767,33628,residential-rent,apartment-rent,tehran,masoudieh,7/1/2024,,"آپارتمان تمیز و بازسازی شده
بهترین لوکیشن شهرک
تخلیه آماده به اجاره
کم واحد  و خلوت
کمد دیواری بزرگ
نورگیر عالی
سالن پذیرای بزرگ
توالت فرنگی و ایرانی جدا
مشاور دایی عباس
املاک توکلی خیابان کلهر نبش چهاراه اول",آپارتمان 75متری تخلیه,مقطوع,9000000,,,,,مقطوع,150000000,False,True,150000000,200000000.0,9000000,8000000.0,,75,,,2.0,یک,2.0,1.0,False,False,1,0,1380,True,,water_heater,,,heater,water_cooler,seat,,,north,,,,ceramic,,,,,,,,35.62865067,51.49595642,,1403-04-11,1403,4,11,summer,9000000,False,False,False,120000.0,0.06,1,13250000.0,15,23,176666.6667,1
21904,4620,residential-rent,apartment-rent,tehran,tehran-gorgan,10/1/2024,,آپارتمان ۵۳ متری تخلیه,آپارتمان ۵۳ متری تخلیه,مقطوع,10000000,,,,,مقطوع,150000000,False,False,150000000,,10000000,,,53,,,3.0,یک,4.0,3.0,True,False,1,1,1381,False,,water_heater,,,heater,water_cooler,squat,,,south,,,,stone,,,,,,,,35.70904541,51.44919586,,1403-07-10,1403,7,10,autumn,10000000,False,False,False,188679.2453,0.066666667,1,13333333.33,7,22,251572.327,1
11321,18950,residential-rent,apartment-rent,tehran,haftchenar,7/1/2024,مشاور املاک,"✴️۳۰متر خوش نقشه 
✴️سالن یک دست و وسیع
✴️کاملا مربع بدون پرتی 

✅️تک خواب 
✅️قابلیت تخت دو نفره 
✅️کمد دیواری بزرگ

⭐️فضای مناسب آشپزخانه 
⭐️فول کابینت 
⭐️گاز رومیزی
⭐️هود 

امکانات
⬅️جای پارک موتور
⬅️انباری 

☑️مشاعات تمیز
☑️کف سرامیک 
 
⛔️بهترین گذر ⛔️
⛔️تاپ ترین لوکیشن⛔️

✳️قابلیت تبدیل به ۳۰۰رهن کامل ✳️

✅مشاورشما:خانم یوسفی",۳۰متر تک خواب/ برادران عرب,مقطوع,8500000,,rent_credit,,,مقطوع,100000000,False,False,100000000,,8500000,,,30,,,2.0,یک,3.0,1.0,False,False,1,0,1382,True,,water_heater,,,heater,water_cooler,squat,,,north,,,,ceramic,,,,,,,,35.6788826,51.3669014,500.0,1403-04-11,1403,4,11,summer,8500000,False,False,False,283333.3333,0.085,1,9041666.667,10,21,301388.8889,1
8229,34447,residential-rent,apartment-rent,tehran,azad-shahr,5/1/2024,مشاور املاک,"۱۱۵ متر دوخواب در برجهای خرازی 
نوساز و خوش نقشه و شیک 
متریال عالی 

بهترین برج خرازی
دسترسی به اتوبانها و خیابانهای اصلی 
دارای امکانات برج و لابی شیک و لابی من۲۴ ساعته

نورگیر و غرق نور 
مناسب بودجه و سلیقه شما 
فایلهای مشابه موجود 

قابل تمدید، برای کسب اطلاعات بیشتر تماس بگیرید، 
مشاور و همراه شما خانم احمدی",۱۱۵متر خوش نقشه و نوساز برج خرازی,مقطوع,6000000,,rent_credit,,,مقطوع,1000000000,False,False,1000000000,,6000000,,,115,,,13.0,دو,,6.0,True,True,1,1,1402,,,,,,,,squat_seat,,,south,,,,laminate_parquet,,,,,,,,35.75943375,51.16088486,500.0,1403-02-12,1403,2,12,spring,6000000,False,False,False,52173.91304,0.006,1,83833333.33,22,1,728985.5072,2
19720,21255,residential-rent,apartment-rent,tehran,masoudieh,11/1/2024,,طبقه اول ـ کف سرامیک ـ کابینت های گلاس ـ کمد دیواری ـ پکیج ـ درب ضد سرقت ـ رادیاتور  ـگاز صفحه‌ای ـ بالکن ـ پارکینگ بدونه مزاحم ـ کولر هشت هزار ـ حفاظ استیل بالکن ـ دارای همسایه های محترم و محله آرام روبه فضای سبز,آپارتمان 70متر دو خوابه,مقطوع,10000000,,,,,مقطوع,250000000,False,False,250000000,,10000000,,,70,,,1.0,دو,5.0,8.0,True,True,0,1,1402,False,,package,,,shoofaj,water_cooler,squat,,,north,,,,ceramic,,,,,,,,35.63711166,51.50695038,,1403-08-11,1403,8,11,autumn,10000000,False,False,False,142857.1429,0.04,1,21666666.67,15,1,309523.8096,2
1805,4496,residential-rent,apartment-rent,tehran,heravi,12/1/2024,,"⚜️بازدید دلچسب و آخر شما⚜️ 

               ⭕️خاص لوکس نشینان⭕️ 

             ✴️برج مجلل رونیکا پالاس✴️ 

⭕️قابل توجه عزیزانی که تلفیقی از نور و نقشه را یکجا می‌خواهند⭕️ 

↩️۱۱۸ متر دوخواب خوش نقشه دلباز 
↩️دوخواب بزرگ و کمد دیواری عریض 
↩️تراس کاربردی و قابل چیدمان 
↩️دوپارکینگ باکس 

〽️مشاعات خاص و باور نکردنی در حد منطقه۱ 

✔️لابی چشم نواز با چیدمان سلطنتی 
✔️لابی من و وومن ۲۴ساعته 
✔️تیم حفاظتی و تاسیساتی ۲۴ساعته 

✅️سینما اختصاصی 
✅️سالن بیلیارد 
✅️باشگاه بدنسازی 
✅️سالن تشریفات 
✅️کافی شاپ 
✅️کتابخانه 
✅️جاده سلامت 
✅️داروخانه اختصاصی 
✅️۳۵۰۰ متر فضای سبز هلندی 

⭕️دسترسی عالی به اتوبان های کلیدی تهران⭕️ 

با هر بودجه ک سلیقه ای تماس حاصل فرمایید⁉️

⭕️⭕️تعلل نکنید و همین الان تماس بگیرید⭕️⭕️

سرپرست رسمی دفتر ((درخشان))",۱۱۸متردوخواب/پلان ژورنالی بدون نقص(دوپارکینگ باکس),مقطوع,41000000,,,,,مقطوع,900000000,False,True,900000000,700000000.0,41000000,45000000.0,,118,,,10.0,دو,,,True,True,1,1,1402,False,,powerhouse,,,duct_split,duct_split,squat_seat,,,,,,,ceramic,,,,,,,,35.76862717,51.47663498,500.0,1403-09-11,1403,9,11,autumn,41000000,False,False,False,347457.6271,0.045555556,1,78416666.67,4,1,664548.0226,2
8022,1160,residential-rent,apartment-rent,tehran,aghdasieh,11/1/2024,,"۲خواب
خوش نقشه
لوکیشن دنج سپند
ورودی شیک
لابی و سرایدار مقیم
موارد مشابه موجود
پاسخگویی تا ۲۴",۱۳۰متر اقدسیه  ۲خواب,مقطوع,80000000,,,,,مقطوع,500000000,False,False,500000000,,80000000,,,130,,,5.0,دو,,,,True,1,1,1399,False,,,,,,,,,,,,,,,,,,,,,,35.80529404,51.479496,,1403-08-11,1403,8,11,autumn,80000000,False,False,False,615384.6154,0.16,1,48333333.33,1,4,371794.8718,2
24433,28446,residential-rent,house-villa-rent,tehran,azari,11/1/2024,,"گروه مشاورین املاک کاخ
۸۰ متر دربستی (تمیز)
ط اول یک اتاق و آشپزخانه
سرویس در راه پله
ط ۲ اتاق و پذیرایی،اشپزخانه،سرویس در راه پله

جای پارک موتور
مناسب خانواده ایرانی،اتباع،مجرد

آدرس ما:::: سه راه آذری ،خ قدرت پاکی،،پلاک ۱۱۸/۴ املاک کاخ
رضایی",۸۰ متر دربستی/ طبقه اول و دوم,مقطوع,13000000,,,,,مقطوع,250000000,False,False,250000000,,13000000,,90.0,80,,,,سه,,,True,,1,0,1375,False,,,,,,,,,,,,,,,,,,,,,,35.66702271,51.34623337,500.0,1403-08-11,1403,8,11,autumn,13000000,False,False,False,162500.0,0.052,1,21916666.67,17,28,273958.3334,3
11269,27899,residential-rent,apartment-rent,tehran,kashanak,11/1/2024,,"فول بازسازی شده 
دربهترین لوکیشن منطقه 
مالکی منعطف 
تکواحدی آرام ودنج 
دسترسی عالی 
مواردمشابه موجوداست 
مشاور شما حیدری",۷۵متر/۲خواب/,مقطوع,6000000,,,,,مقطوع,1000000000,False,False,1000000000,,6000000,,,75,,,3.0,دو,,,,False,1,1,1384,False,,,,,,,,,,,,,,,,,,,,,,35.81272507,51.47927475,,1403-08-11,1403,8,11,autumn,6000000,False,False,False,80000.0,0.006,1,83833333.33,1,19,1117777.778,2
1147,27544,residential-rent,apartment-rent,tehran,andisheh,10/1/2024,مشاور املاک,"آپارتمان  85 متری شهرزیبا فول امکانات 

پارکینگ آسانسور انباری 

واحد تخلیه 

بازدید با هماهنگی 

مشاور شما حیدری",آپارتمان  85 متری شهرزیبا فول امکانات,مقطوع,16000000,,rent_credit,,,مقطوع,400000000,False,False,400000000,,16000000,,,85,,,2.0,دو,,,True,True,1,1,1400,True,,package,,,shoofaj,water_cooler,squat_seat,,,,,,,ceramic,,,,,,,,35.74056244,51.28123856,500.0,1403-07-10,1403,7,10,autumn,16000000,False,False,False,188235.2941,0.04,1,34666666.67,5,3,407843.1373,2
25000,29731,residential-rent,apartment-rent,tehran,mahmoodiyeh,8/1/2024,مشاور املاک,"محمودیه
۱۱۰ متر
۲ خواب
تراس کاربردی
نورگیر از سه جهت
پلان مهندسی
آشپزخانه نیمه فرنیش
چشم انداز سر درختی
پنج طبقه 
طبقه چهارم
تخلیه و آماده تحویل
سرایداری مقیم
دسترسی عالی به خیابان های اصلی و بزرگراه
نزدیک به مراکز خرید (پالادیوم)",محمودیه ۱۱۰ متر الف ، ب ، جیم,مقطوع,45000000,,rent_credit,,,مقطوع,450000000,False,False,450000000,,45000000,,,110,,,4.0,دو,,,True,True,1,1,1393,,,,,,shoofaj,water_cooler,squat_seat,,,,,,,stone,,,,,,,,35.79349136,51.40997696,500.0,1403-05-11,1403,5,11,summer,45000000,False,False,False,409090.9091,0.1,1,41250000.0,1,10,375000.0,2
23870,30329,residential-rent,apartment-rent,tehran,sartakht,12/1/2024,,"۹۵متری دارای دوخواب  
♾♾♾♾♾ املاک آسمان ری ♾♾♾♾♾♾ 
✅️آسانسور
✅️پارکینگ
✅️انباری
✅️کف سرامیک
✅ام دی اف 
✅ کمد دیواری 
✅تراس
✅️پکیج
✅️گازوهود لمسی
✅️کمددیواری بزرگ  

مشاور شما در منطقه و حومه
              ♾ املاک آسمان ری ♾
جهت اطلاعات در مورد این آگهی و بسیاری از موارد دیگر در سراسر شهرری و حومه با مشاورین ((املاک آسمان ری )) تماس حاصل فرمایید:
***********    ***********
***********    ***********
 ***********    ***********
***********",۹۵دوخواب فول امکانات  املاک آسمان ری,مقطوع,9000000,,,,,مقطوع,400000000,False,False,400000000,,9000000,,,95,,,2.0,دو,,,,True,1,1,1395,False,,,,,,,,,,,,,,,,,,,,,,35.58697128,51.43394852,0.0,1403-09-11,1403,9,11,autumn,9000000,False,False,False,94736.84211,0.0225,1,34083333.33,20,8,358771.9298,2
4258,19605,residential-rent,apartment-rent,tehran,poonak,7/1/2024,مشاور املاک,"نور و نقشه مهندسی 
لوکیشن و دسترسی عالی 
سرایدار و نگهبان مقیم
عکس ها متعلق به واحد
استخر 
باشگاه 
زیر قیمت منطقه!!!
مهندس وقوعی 
املاک عمارت میدان پونک",۱۱۶متر ۳خواب فول امکانات,مقطوع,15000000,,rent_credit,,,مقطوع,1000000000,False,False,1000000000,,15000000,,,116,,,7.0,سه,11.0,,True,True,1,1,1393,True,,package,,,shoofaj,water_cooler,squat_seat,,,south,,,,ceramic,,,,,,,,35.7599411,51.33445358,500.0,1403-04-11,1403,4,11,summer,15000000,False,False,False,129310.3448,0.015,1,84583333.33,5,10,729166.6666,3
10263,26008,residential-rent,apartment-rent,tehran,chitgar-lake,6/1/2024,مشاور املاک,"⚜ مشاورین املاک خرازی ⚜⚜⚜
عکس متعلق به خود واحد میباشد 
    فول  تخلیه 
✅ ۱۱۳متری دو خواب شمالی 
✅️شهرک کاملا امن با
 ✅️همسایه های عالی و
 متشخص
✅ نوساز
✅️بهترین موقعیت و لوکیشن منطقه 
✅ زیر قیمت منطقه
✅️لابی بزرگ و مجلل
✅️سازه ای مدرن 
✅ طبقه ۱۰شمالی  کاملا نورگیر 
✅ خیلی شیک عکس متعلق به خود واحد میباشد
✅️سالن اجتماعات 
✅️لابی من ۲۴ ساعته 
✅️امنیت بسیار بالا  
✅️پنجره  اختصاصی 
✅️دو خواب بزرگ دارای
 ✅️کمد دیواری بزرگ 
✅ پذیرایی بزرگ و پرده خور مناسب هر نوع چیدمان 
✅ بسیار خوش نقشه بدون پرتی و قناصی 
✅️توالت فرنگی و ایرانی
✅ نورگیر عالی
اشپزخانه بزرگ و پر کابینت 
کابینت فوق العاده شیک 
✅ بالکن بزرگ
✅ سیستم گرمایش موتور خانه مرکزی شوفاژ 

✅ ۵ دقیقه فاصله تا مترو
✅ مجاور مراکز خرید ( هایپر می ، ایرانمال ، رزمال و ... )
✅ دسترسی آسان به اتوبان های خرازی و حکیم و آزادگان
⚜⚜⚜⚜                     
✅ جهت فایلهای مشابه تماس حاصل فرمایید
✔ مشاور شما جهت امور خرید و فروش ، رهن و اجاره و فروش امتیازهای تعاونی معتبر منطقه ۲۲
✅ ابراهیم پور",۱۱۳متری دو خواب شهرک خرازی فول دیزاین تخلیه,مقطوع,15500000,,rent_credit,,,مقطوع,500000000,False,False,500000000,,15500000,,,113,,,13.0,دو,25.0,8.0,True,True,1,1,1402,True,,powerhouse,,,shoofaj,duct_split,squat_seat,,,north,,,,ceramic,,,,,,,,35.74526978,51.21386337,500.0,1403-03-12,1403,3,12,spring,15500000,False,False,False,137168.1416,0.031,1,42958333.33,22,1,380162.2419,2
1603,20941,residential-rent,apartment-rent,tehran,gisha,7/1/2024,مشاور املاک,نزدیک به خیابان اصلی دسترسی عالی مالک منصف ومنعطف اقامت چند ساله,۱۷۰ متر آماده‌ تخلیه ط اول بدون مالک,مقطوع,28000000,,rent_credit,,,مقطوع,500000000,False,False,500000000,,28000000,,,170,,,2.0,سه,2.0,1.0,True,False,1,1,1371,True,,,,,shoofaj,water_cooler,squat_seat,,,south,,,,laminate_parquet,,,,,,,,35.73117065,51.37838364,500.0,1403-04-11,1403,4,11,summer,28000000,False,False,False,164705.8824,0.056,1,44000000.0,2,32,258823.5294,3
5225,5126,residential-rent,apartment-rent,tehran,narmak,9/1/2024,,منزل تخلیه میباشد,اپارتما 85 متر فرجام  نارمک,مقطوع,18000000,,,,,مقطوع,250000000,False,False,250000000,,18000000,,,85,,,0.0,دو,,,True,False,1,0,1386,False,,package,,,shoofaj,water_cooler,squat_seat,,,,,,,stone,,,,,,,,35.74023819,51.48791122,,1403-06-11,1403,6,11,summer,18000000,False,False,False,211764.7059,0.072,1,22333333.33,4,17,262745.098,2
