,id,cat2_slug,cat3_slug,city_slug,neighborhood_slug,created_at_month,user_type,description,title,rent_mode,rent_value,rent_to_single,rent_type,price_mode,price_value,credit_mode,credit_value,rent_credit_transform,transformable_price,transformable_credit,transformed_credit,transformable_rent,transformed_rent,land_size,building_size,deed_type,has_business_deed,floor,rooms_count,total_floors_count,unit_per_floor,has_balcony,has_elevator,has_warehouse,has_parking,construction_year,is_rebuilt,has_water,has_warm_water_provider,has_electricity,has_gas,has_heating_system,has_cooling_system,has_restroom,has_security_guard,has_barbecue,building_direction,has_pool,has_jacuzzi,has_sauna,floor_material,property_type,regular_person_capacity,extra_person_capacity,cost_per_extra_person,rent_price_on_regular_days,rent_price_on_special_days,rent_price_at_weekends,location_latitude,location_longitude,location_radius,jalali_date,jalali_year,jalali_month,jalali_day,season,adjust_rent,is_suspect,fake_rent,fake_credit,rent_per_sqm,rent_credit_ratio,location,total_cost,region,building_age,cost_per_sqm,rooms_count_num
14835,13986,residential-rent,apartment-rent,tehran,north-sohrevardi,10/1/2024,,"-- تخلیه
-- پذیرایی بزرگ و خوش چیدمان و پرده خور
--بالکن وسیع
--پله خور بسیار کم
--دو نبش- تور از دو جهت
--دسترسی عالی- فاصله از مترو دو دقیقه
--نیمه مبله ( شامل گاز - فر - یخچال فریزر- پرده- لوستر - کتابخانه و.....)
--بالکن و انباری وسیع
--قابلیت تمدید قرار داد برای چند سال بدلیل مهاجرت مالک
-- مناسب زوج و مجرد حتی آقا
-- بازدید همه روزه از ساعت ۵ تا ۷ عصر با هماهنگی قبلی

 خراسانی",*سهروردی جنوبی- ۶۸ متر -یک خواب*,مقطوع,18000000,,,,,مقطوع,200000000,False,True,200000000,300000000.0,18000000,15000000.0,,68,,,1.0,یک,3.0,2.0,True,False,1,0,1390,True,,water_heater,,,heater,water_cooler,squat,,,north,,,,stone,,,,,,,,35.71772385,51.4401741,,1403-07-10,1403,7,10,autumn,18000000,False,False,False,264705.8824,0.09,1,18166666.67,7,13,267156.8628,1
2751,30264,residential-rent,apartment-rent,tehran,niavaran,12/1/2024,,"۱۲۰ متر ، با ۳ خواب استاندارد
طبقه۴
 لابی ، سرایدار مقیم 
فول بازسازی شده 
 یک پارکینگ
عکس و فیلم مربوط به همین واحد است

(لطفا همکاران تماس نگیرند)",۱۲۰متر ۳خواب,مقطوع,55000000,,,,,مقطوع,600000000,False,False,600000000,,55000000,,,120,,,4.0,سه,,,,True,1,1,1385,False,,,,,,,,,,,,,,,,,,,,,,35.81839371,51.47238922,,1403-09-11,1403,9,11,autumn,55000000,False,False,False,458333.3333,0.091666667,1,54583333.33,1,18,454861.1111,3
15501,1635,residential-rent,apartment-rent,tehran,marzdaran,7/1/2024,,"دوخوابه تازه باسازی شده 
کولر
کابیت MDF
کف سرامیک
آیفون تصویری
دونما ازطرف نورگیر
بسیارشیک وریرقیمت منطقه
100تومن ودیعه
22تومن اجاره",آپارتمان 110مترمرزداران,مقطوع,22000000,,,,,مقطوع,100000000,False,False,100000000,,22000000,,,110,,,3.0,دو,,,,False,1,1,1393,False,,,,,,,,,,,,,,,,,,,,,,35.73342896,51.3455925,500.0,1403-04-11,1403,4,11,summer,22000000,False,False,False,200000.0,0.22,1,10166666.67,2,10,92424.24245,2
8603,13153,residential-rent,apartment-rent,tehran,aseman,11/1/2024,,"۱۳۵ متر تخلیه 

۳ خواب 

قرارداد اول ۱۶ ماهه 

نقاشی شده و تمیز 

قابل تمدید 

قابل تبدیل 

ویو ابدی شهر بدون مشرف 

آسانسور . پارکینگ . انباری . بالکن.لابی . سرایدار

دارای ۳ بالکن 

لابی من و سرایداری ۲۴ ساعته 

رو به افتاب با پنجره های قدی

مشاور تخصصی منطقه : بیرانوند

کلید در اختیار

فیلم و عکس برای واحد میباشد 

تماس تا ساعت ۱۲ شب آزاد",آپاتمان ۱۳۵ متری ۳ خواب ویو ابدی بدون مشرف,مقطوع,31000000,,,,,مقطوع,800000000,False,True,800000000,500000000.0,31000000,40000000.0,,135,,,8.0,سه,,,True,True,1,1,1389,True,,,,,,,squat_seat,,,,,,,stone,,,,,,,,35.77880096,51.3559227,,1403-08-11,1403,8,11,autumn,31000000,False,False,False,229629.6296,0.03875,1,69250000.0,2,14,512962.963,3
24920,34861,residential-rent,apartment-rent,tehran,taslihat,8/1/2024,مشاور املاک,"درود عرض ادب
۶۵ متر
۲خوابه
طبقه سوم 
تک واحدی 
خوش نقشه
باز سازی شده
نورگیر عالی
دسترسی به بی ارتی و مترو
به مجرد موجه هم اجاره داده میشود
مشاور شما صادقی 
با همکار همکاری میشود
یا حق",اجاره اپارتمان ۶۵ متری دوخوابه,مقطوع,13000000,,rent_credit,,,مقطوع,130000000,True,True,130000000,50000000.0,13000000,16000000.0,,65,,,3.0,دو,,,,False,1,0,1393,,,,,,,,,,,,,,,,,,,,,,,35.71746063,51.47275162,500.0,1403-05-11,1403,5,11,summer,13000000,False,False,False,200000.0,0.1,1,11916666.67,8,10,183333.3334,2
22066,9106,residential-rent,apartment-rent,tehran,amir-abad,8/1/2024,مشاور املاک,"امیر اباد شمالی بالای جلال 
4 طبقه  تک واحدی 
روی همکف 
باز سازی شده 
مشاور شما : درویش",142 متر  3 خوابه,مقطوع,40000000,,rent_credit,,,مقطوع,300000000,False,False,300000000,,40000000,,,142,,,1.0,سه,4.0,1.0,True,False,1,1,1371,True,,powerhouse,,,shoofaj,water_cooler,squat_seat,,,south,,,,ceramic,,,,,,,,35.73419571,51.38669586,500.0,1403-05-11,1403,5,11,summer,40000000,False,False,False,281690.1408,0.133333333,1,28333333.33,6,32,199530.5164,3
23709,21966,residential-rent,apartment-rent,tehran,tehran-jolfa,7/1/2024,مشاور املاک,"115متر 3 خواب
جلفا ( پشت پارک شریعتی )
دسترسی عالی
دو بر ( غرق نور )
پارکینگ و آسانسور و انباری دارد
تخلیه
------------------------------------------------------
مشاور شما : مسعود
واحدهای مشابه 2 و 3 خواب موجود می‌باشد
-------------------------------------------------------
املاک منصف :
شریعتی روبروی خواجه عبدالله انصاری",115 متر 3 خواب جلفا,مقطوع,30000000,,rent_credit,,,مقطوع,500000000,True,True,500000000,600000000.0,30000000,27000000.0,,115,,,2.0,سه,,,,True,1,1,1382,,,,,,,,,,,,,,,,,,,,,,,35.74880981,51.44615936,500.0,1403-04-11,1403,4,11,summer,30000000,False,False,False,260869.5652,0.06,1,44166666.67,3,21,384057.971,3
25113,20598,residential-rent,apartment-rent,tehran,zarkesh,7/1/2024,,"درود
زیر قیمت منطقه
۸۰ متر شیک
دو خواب
بهترین کوچه در زرکش
جای پارک فراوان
نورگیر خوب
پارکینگ ندارد سوال نپرسید
به زوج های محترم تخفیف داده میشود
مالک هستم
همکاری با املاک(کمیسیون یکطرفه)",آپارتمان نارمک زرکش وحیدیه,مقطوع,11000000,,,,,مقطوع,300000000,False,True,300000000,250000000.0,11000000,12500000.0,,80,,,4.0,دو,4.0,1.0,True,False,1,0,1395,False,,package,,,shoofaj,water_cooler,squat_seat,,,north,,,,ceramic,,,,,,,,35.71317673,51.47953796,500.0,1403-04-11,1403,4,11,summer,11000000,False,False,False,137500.0,0.036666667,1,25916666.67,8,8,323958.3334,2
19586,601,residential-rent,apartment-rent,tehran,enqelab,6/1/2024,مشاور املاک,"دو واحدی
بازسازی شده
پنجره دوجداره
کابینت ام دی اف
مشاور املاک فاطمی : انقلاب ،۱۲ فروردین پایین تر از چهارراه لبافی نژاد پلاک ۲۰۶",۹۰ متر انقلاب دانشگاه تهران,مقطوع,15000000,,rent_credit,,,مقطوع,300000000,False,False,300000000,,15000000,,,90,,,2.0,دو,,,,False,0,0,1375,,,,,,,,,,,,,,,,,,,,,,,35.69719696,51.39778519,500.0,1403-03-12,1403,3,12,spring,15000000,False,False,False,166666.6667,0.05,1,26250000.0,11,28,291666.6667,2
5799,1359,residential-rent,apartment-rent,tehran,west-tehranpars,10/1/2024,,"باسلام
آپارتمان ۷۰ متر
خوش نقشه
تک خواب بزرگ
کمد دیواری عمیق
نورگیر عالی
کابینت هایگلاس
ساختمان شیک
لوکیشن دنج و آرام
خیابان پورمشیر
تقاطع عادل و طاهری
دسترسی عالی به مراکز خرید و اتوبان و مترو
مناسب مجردین عزیز و خانواده های محترم
امکان سکونت تا چندین سال
مشاور املاک بزرگ عمارت/علیرضا منتظری",۷۰متر/۱ خواب/ تک واحدی/تقاطع عادل و طاهری/حتی مجرد,مقطوع,6000000,,,,,مقطوع,400000000,False,False,400000000,,6000000,,,70,,,4.0,یک,4.0,1.0,True,False,1,1,1390,True,,package,,,shoofaj,water_cooler,squat,,,south,,,,stone,,,,,,,,35.74417114,51.53062439,,1403-07-10,1403,7,10,autumn,6000000,False,False,False,85714.28571,0.015,1,33833333.33,4,13,483333.3333,1
16582,19068,residential-rent,house-villa-rent,tehran,doolab,6/1/2024,شخصی,"تماما بازسازی شده 
دارای ۷۰ متر بنا+۵۰ متر بالکن مستقل 
کابینت ام دی اف 
گاز رو میزی 
کمد دیواری 
سقف کناف و نور مخفی 
نقاشی شده 
بهترین لوکیشن 
اولویت عروس و داماد و خانواده کم جمعیت",خانه ویلایی ۱۲۰ متری,مقطوع,10000000,,rent_credit,,,مقطوع,300000000,False,False,300000000,,10000000,,120.0,70,,,,دو,2.0,1.0,True,,0,0,1388,,,powerhouse,,,heater,water_cooler,squat,,,south,,,,stone,,,,,,,,35.66790009,51.45990753,,1403-03-12,1403,3,12,spring,10000000,False,False,False,142857.1429,0.033333333,1,25833333.33,14,15,369047.619,2
8241,36435,residential-rent,apartment-rent,tehran,azad-shahr,5/1/2024,مشاور املاک,⚜⚜⚜ مشاورین املاک خرازی ⚜⚜⚜ ✅112 متر ، ۲ خوابه ✅ نوساز و کلید نخورده ✅ کابینت های گلاس ترک ✅ طبقه 23 شمالی ✅ بسیار خوش نقشه ✅ نورگیر عالی ✅ بالکن بزرگ ✅ ۵ دقیقه فاصله تا مترو ✅ مجاور مراکز خرید ( هایپر می ، ایرانمال ، رزمال و ... ) ✅ دسترسی آسان به اتوبان های خرازی و حکیم و آزادگان ✅ 5 دقیقه فاصله تا دریاچه و باملند ⚜⚜⚜⚜⚜ ✅ جهت فایلهای مشابه تماس حاصل فرمایید ✔ مشاور شما جهت امور خرید و فروش ، رهن و اجاره و فروش امتیازهای تعاونی معتبر منطقه ۲۲ **************اسلامی,واحد۱۱۲متری دوخواب شهرک خرازی,مقطوع,20000000,,rent_credit,,,مقطوع,350000000,False,False,350000000,,20000000,,,112,,,24.0,دو,25.0,8.0,True,True,1,1,1402,,,powerhouse,,,shoofaj,duct_split,squat_seat,,,north,,,,ceramic,,,,,,,,35.75431442,51.16470337,500.0,1403-02-12,1403,2,12,spring,20000000,False,False,False,178571.4286,0.057142857,1,30833333.33,22,1,275297.619,2
2937,6804,residential-rent,apartment-rent,tehran,shahrak-e-vali-e-asr,10/1/2024,,"آپارتمان 75 متری، بازرگان، صاحب الزمان
تخلیه، آماده تحویل
بهترین نقطه بازرگان، دسترسی فوق‌العاده
آپارتمان تک واحدی
متراژ: حدود 75 متر
تعداد اتاق خواب: 2 خواب استاندارد
سن بنا: ده سال ساخت
طبقه: دوم
تعداد کل طبقات ساختمان: 4
تعداد واحد در هر طبقه: 1
جهت ساختمان: جنوبی
آدرس: بازرگان ک صاحب الزمان ( کوچه 8 متری)
کمد دیواری فراوان و جادار
تمیز و مرتب
پارکینگ ، انباری و آسانسور: ندارد
بالکن: دارد
سیستم سرمایش: کولر آبی
سرویس بهداشتی: ایرانی

ودیعه: 100 میلیون
اجاره ماهانه: 12 میلیون
قابل تبدیل نیست.
مناسب برای: فقط برای خانواده
شرایط خاص: بدون حیوان خانگی

دسترسی مناسب به حمل و نقل عمومی و مراکز خرید
شش شش سه دو چهار دو صفر سه",75 متر دو خواب بازرگان,مقطوع,12000000,,,,,مقطوع,100000000,False,False,100000000,,12000000,,,75,,,2.0,دو,4.0,1.0,True,False,0,0,1392,False,,water_heater,,,heater,water_cooler,squat,,,south,,,,,,,,,,,,35.6529808,51.34075165,,1403-07-10,1403,7,10,autumn,12000000,False,False,False,160000.0,0.12,1,9333333.333,18,11,124444.4444,2
5102,34067,residential-rent,apartment-rent,tehran,saadat-abad,11/1/2024,,"۱۲۵متر
۲خواب
۶طبقه ۲واحدی
آسانسور 
پارکینگ۲
انباری
لابی
سرایدارمقیم
فایل شخصی
مشاور:پورزندی
ازساعت۱۰صبح الی۱۲شب پاسخگو هستم",سعادت آباد ۱۲۵متر خوش نقشه ۲پارکینگ,مقطوع,65000000,,,,,مقطوع,500000000,False,False,500000000,,65000000,,,125,,,6.0,دو,6.0,2.0,True,True,1,1,1397,False,,powerhouse,,,shoofaj,air_conditioner,squat_seat,,,,,,,stone,,,,,,,,35.78395081,51.37661362,,1403-08-11,1403,8,11,autumn,65000000,False,False,False,520000.0,0.13,1,47083333.33,2,6,376666.6666,2
9325,33920,residential-rent,apartment-rent,tehran,darrous,11/1/2024,,"❗️سلام و درود ❗️

      ⚜️یک واحد آپارتمان ۱۲۵ متری واقع در: 

          ⚜️ منطقه دیپلمان نشین دروس⚜️
        
                ⭕️پلانی بدون مشابه⭕️ 
 
          ⚜️نورگیر فوق العاده بدون نقص⚜️
         
                 ⚜️سالن پرده خور⚜️ 

❗️اتاق خوابها بزرگ،قابلیت قرار دادن تخت کینگ 
کمد دیواری عمیق و سرتاسری ❗️
            
                ⚜️۲سرویس بهداشتی⚜️ 

⚜️کف پارکت بدون آسیب دیدگی و سروصدا 
⚜️بالکن با باربیکیو 
⚜️پارکینگ 
⚜️آسانسور
⚜️انباری 

⚜️قابل سکونت تا ۱۰ سال با سالی ۱۰درصد افزایش سالانه

❗️فایل کاملا شخصی کلید نزد املاک فایل به قیمت رسیده همکاران محترم تماس نگیرند‌❗️

                  ✍️مشاور شما شایان✍️",۱۲۵متر/۲خواب/دروس,مقطوع,55000000,,,,,مقطوع,500000000,False,False,500000000,,55000000,,,125,,,2.0,دو,,,,True,1,1,1389,False,,,,,,,,,,,,,,,,,,,,,,35.77502823,51.4578743,,1403-08-11,1403,8,11,autumn,55000000,False,False,False,440000.0,0.11,1,46250000.0,3,14,370000.0,2
15239,29774,residential-rent,apartment-rent,tehran,fadak,10/1/2024,,نزدیک مترو جانبازان واقع شده است ونزدیک میدان رسالت .تراس دارد .به خانواده ۳ نفره اجاره داده می‌شود. زن وشوهر ویک فرزند. املاک برای فایل کردن تماس گرفته نشود.ممنون,آپارتمان ۸۲ متری ۲خوابه بالای همکف.در محلی ساکت,مقطوع,12000000,,,,,مقطوع,300000000,False,False,300000000,,12000000,,,82,,,1.0,دو,3.0,1.0,True,False,0,0,1375,True,,water_heater,,,heater,water_cooler,squat_seat,,,south,,,,ceramic,,,,,,,,35.73514557,51.48580551,,1403-07-10,1403,7,10,autumn,12000000,False,False,False,146341.4634,0.04,1,26000000.0,8,28,317073.1707,2
17316,23456,residential-rent,apartment-rent,tehran,niloufar,5/1/2024,مشاور املاک,"_________⚜️سهروردی شمالی ، آپادانا⚜️__________

            ➕️➕️۶۵ متر ۱ خواب➕️➕️
           ➕️➕️۴ طبقه تکواحدی➕️➕️

            ✅️پارکینگ          ✅️آسانسور 

              **تکواحدی غرق در آرامش**

                  ((کوچه دنج و خلوت))

⌛️تماس از ۹ صبح تا ۱۲ شب حتی در ایام تعطیل⌛️
        ❌️کارشناس امور ملکی : دوستی❌️


__________⚜️""دپارتمان املاک شهر""⚜️___________",سهروردی شمالی،آپادانا/۶۵ متر *تکواحدی*,مقطوع,20000000,,rent_credit,,,مقطوع,300000000,True,True,300000000,200000000.0,20000000,23000000.0,,65,,,2.0,یک,4.0,1.0,False,True,1,1,1395,True,,package,,,shoofaj,water_cooler,squat_seat,,,south,,,,ceramic,,,,,,,,35.73809814,51.43558502,500.0,1403-02-12,1403,2,12,spring,20000000,False,False,False,307692.3077,0.066666667,1,26666666.67,7,8,410256.4103,1
10959,4311,residential-rent,apartment-rent,tehran,kazem-abad,6/1/2024,مشاور املاک,"58 متر  یک خواب  
طبقه سوم 
آشپز خانه اوپن 
کابینت MDF  (تازه تعویض شده )
گاز رو میزی 
هود 
خوش نقشه  نور خوب 
بالکن 
بدون پرتی 
دوربین مدار بسته 
درب پارکینگ ریموت 
آنتن مرکزی .

مالک منعطف 

اجاره به مجرد موجه  . 

مشاور شما : امیر حسین مهندس",مجیدیه شمالی / 58 متر / یک خواب,مقطوع,12000000,,rent_credit,,,مقطوع,500000000,False,False,500000000,,12000000,,,58,,,3.0,یک,5.0,3.0,True,True,1,1,1391,,,powerhouse,,,shoofaj,water_cooler,squat_seat,,,north,,,,stone,,,,,,,,35.7497406,51.46976471,500.0,1403-03-12,1403,3,12,spring,12000000,False,False,False,206896.5517,0.024,1,42666666.67,4,12,735632.184,1
2420,20982,residential-rent,apartment-rent,tehran,pasdaran,10/1/2024,مشاور املاک,"دارای حیاط مستقل 
رو به آفتاب
خوش نقشه",۵۵ متر پاسداران,مقطوع,17000000,,rent_credit,,,مقطوع,300000000,False,False,300000000,,17000000,,,55,,,1.0,یک,,,,False,1,0,1388,,,,,,,,,,,,,,,,,,,,,,,35.75960922,51.45352173,500.0,1403-07-10,1403,7,10,autumn,17000000,False,False,False,309090.9091,0.056666667,1,26416666.67,3,15,480303.0304,1
9059,16194,residential-rent,apartment-rent,tehran,central-janat-abad,6/1/2024,,"آپارتمان 65 متری دو خواب 
واقع در بهترین لوکیشن جنت آباد مرکزی 
دسترسی عالی به همت و آبشناسان
دسترسی عالی به مراکز خرید 
دارای پارکینگ و انباری 
قابل سکونت برای چندین سال متوالی 
مناسب خانواده و مجردین موجه",احاره آپارتمان 65 متری دو خواب,مقطوع,14500000,,,,,مقطوع,250000000,False,False,250000000,,14500000,,,65,,,4.0,دو,,,False,False,1,1,1385,False,,powerhouse,,,shoofaj,water_cooler,squat,,,,,,,ceramic,,,,,,,,35.75817108,51.3091507,,1403-03-12,1403,3,12,spring,14500000,False,False,False,223076.9231,0.058,1,22041666.67,5,18,339102.5642,2
